2017-11-07 18:22:11.616 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 18:22:11.636 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["b0dc4003d0556c777e0e9b694bc6df3bd2546229"],"timestamp":["1510050131"],"nonce":["603179852"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 18:22:11.637 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050131</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:22:11.637 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 18:22:11.637 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050131</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:22:11.643 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 18:22:11.644 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 18:22:11.644 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 18:22:11.645 [http-apr-8080-exec-17] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:22:12.078 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"Cx0r7wXGOEzcoLU3Z7uqGBhxQSv1lwW36Vkm9W9o2OrIfeLE3kWLPzZCqrU3Po7m0o6vllYmPP568liE_Dgi2KuU45bEeGFURBWeCAmLgfzu0Cjvj5_UEnZ2tPCvlnKDOIAjABAICU","expires_in":7200}
2017-11-07 18:22:12.177 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
2017-11-07 18:22:12.178 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:Cx0r7wXGOEzcoLU3Z7uqGBhxQSv1lwW36Vkm9W9o2OrIfeLE3kWLPzZCqrU3Po7m0o6vllYmPP568liE_Dgi2KuU45bEeGFURBWeCAmLgfzu0Cjvj5_UEnZ2tPCvlnKDOIAjABAICU
2017-11-07 18:22:12.178 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg
2017-11-07 18:22:12.178 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:21003930-07fa-44c5-99b6-b940bcbedc87
2017-11-07 18:22:12.178 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510050131
2017-11-07 18:22:12.178 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:22:12.179 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.util.AuthHelper - signature:3b634137fbf35cda7c922ba050ab1370a1e17073
