2017-11-08 09:40:46.274 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-08 09:40:46.422 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["30be9bf0847c21b3ff7d562e6c69294ea45f0436"],"timestamp":["1510105245"],"nonce":["193485756"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-08 09:40:46.422 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510105245</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-08 09:40:46.422 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-08 09:40:46.423 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510105245</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-08 09:40:46.626 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-08 09:40:46.626 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-08 09:40:46.626 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-08 09:40:46.626 [http-apr-8080-exec-31] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-08 09:40:46.694 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"5bfvYXlqT1lg_9xxnE1NgDRBWnmrdYLkvrEUMwc286dOLLoikDlhvRkTP4VOUEt7zDxeuq-9iK4A0dNPYtqTOu5egjTHyf2tw8pKnD2BGHIxCeZnAgx62St0FLkBFbHFJQHhABAVCT","expires_in":7200}
2017-11-08 09:40:46.818 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhNYTi1l5e-tpdTpB56Pgo2dXq1aoEjmaeWewSNLLOL_g","errmsg":"ok","expires_in":7200}
2017-11-08 09:40:46.819 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:5bfvYXlqT1lg_9xxnE1NgDRBWnmrdYLkvrEUMwc286dOLLoikDlhvRkTP4VOUEt7zDxeuq-9iK4A0dNPYtqTOu5egjTHyf2tw8pKnD2BGHIxCeZnAgx62St0FLkBFbHFJQHhABAVCT
2017-11-08 09:40:46.819 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhNYTi1l5e-tpdTpB56Pgo2dXq1aoEjmaeWewSNLLOL_g
2017-11-08 09:40:46.819 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:276d768f-8ae0-4f9d-b28b-d7c646cd12ec
2017-11-08 09:40:46.819 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510105245
2017-11-08 09:40:46.819 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-08 09:40:46.819 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - signature:5648aa7f7dc4df9888f8ce922a4cdf778bbb7f85
2017-11-08 09:40:46.820 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
