2017-11-07 14:01:47.001 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 14:01:47.055 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["16fd45fc6aa25166ad4260e15a703de575668fde"],"timestamp":["1510034506"],"nonce":["423683306"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 14:01:47.058 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510034506</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591669406</MenuId></xml>
2017-11-07 14:01:47.060 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 14:01:47.060 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510034506</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591669406</MenuId></xml>
2017-11-07 14:01:47.246 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"rotoNsO7i3h7LRuowL-dWYjmJR3-XIWxgViTUn2gRW2X5hmc5S0FhUSdAtC4iOEnqwK4KXXJA0ddxbNta3iMWkbWl1atAD_pNBwLgNafuG2KKYDD1JjFAyGhI91mfsyiDKIbADAGNL","expires_in":7200}
2017-11-07 14:01:47.360 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 14:01:47.360 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 14:01:47.360 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 14:01:47.360 [http-apr-8080-exec-10] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 14:01:47.383 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhHSQIYlDgkkvWFFZAoiCyMeRK-_uHffh8IGz5wqv2Z0A","errmsg":"ok","expires_in":7200}
2017-11-07 14:01:47.384 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:rotoNsO7i3h7LRuowL-dWYjmJR3-XIWxgViTUn2gRW2X5hmc5S0FhUSdAtC4iOEnqwK4KXXJA0ddxbNta3iMWkbWl1atAD_pNBwLgNafuG2KKYDD1JjFAyGhI91mfsyiDKIbADAGNL
2017-11-07 14:01:47.384 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhHSQIYlDgkkvWFFZAoiCyMeRK-_uHffh8IGz5wqv2Z0A
2017-11-07 14:01:47.384 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:359aae3b-d03e-42b5-af60-1c130cff32e5
2017-11-07 14:01:47.384 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510034507
2017-11-07 14:01:47.384 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 14:01:47.385 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - signature:d3cc583254cd51ba5f1aa16911b01fa35b17a47c
2017-11-07 14:01:47.385 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-07 14:01:47.385 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'d3cc583254cd51ba5f1aa16911b01fa35b17a47c',nonceStr:'359aae3b-d03e-42b5-af60-1c130cff32e5',timeStamp:'1510034507',appId:'wxa0064ea657f80062'}
2017-11-07 14:01:47.495 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"rotoNsO7i3h7LRuowL-dWYjmJR3-XIWxgViTUn2gRW2crsWN9UjABX9nIuDha6_5FWU4JvABBSXGjLLpUStYvbv-1nEjLj1ec9qJ7RHATObZ8qQEmIhZVO5lPtvf22j0PXAbADACKN","expires_in":7200}
2017-11-07 14:01:47.584 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZL7FvH1dhjwgIhtIZecH_m_KICkWeVkW0D1r2ipBd-nVw","errmsg":"ok","expires_in":7200}
2017-11-07 14:01:47.585 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZL7FvH1dhjwgIhtIZecH_m_KICkWeVkW0D1r2ipBd-nVw
2017-11-07 14:01:47.585 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-07 14:01:47.586 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510034507
2017-11-07 14:01:47.586 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:b9a534ed-4eac-423c-922c-32eca15fdfdb
2017-11-07 14:01:47.587 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-07 14:01:47.587 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:795c88d2d050968948025d48ac83c273f963560c
2017-11-07 14:01:47.587 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-07 14:01:47.588 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"795c88d2d050968948025d48ac83c273f963560c","nonceStr":"b9a534ed-4eac-423c-922c-32eca15fdfdb","timestamp":1510034507}
