2017-11-07 18:29:17.925 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 18:29:18.054 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["606928bc2f3154a10e6bcd82628f57429b4a47de"],"timestamp":["1510050557"],"nonce":["513000518"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 18:29:18.055 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050557</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:29:18.055 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 18:29:18.055 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050557</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:29:18.252 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 18:29:18.252 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 18:29:18.252 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 18:29:18.252 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:29:18.265 [http-apr-8080-exec-15] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"OwXnuubE7IGTsqT7FDyt29MYYa_QQn6dLs5Eqv9_JgNIFlAqhXTrY9e6r6tqFQMVtCrVUHwv5uZngHkZXWta0QHAPpOGnpqXMZQdyhAARtAd7Eu25607U5WIpD9aJsI8HFUbAIAOMB","expires_in":7200}
2017-11-07 18:29:18.354 [http-apr-8080-exec-15] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
2017-11-07 18:29:18.355 [http-apr-8080-exec-15] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:OwXnuubE7IGTsqT7FDyt29MYYa_QQn6dLs5Eqv9_JgNIFlAqhXTrY9e6r6tqFQMVtCrVUHwv5uZngHkZXWta0QHAPpOGnpqXMZQdyhAARtAd7Eu25607U5WIpD9aJsI8HFUbAIAOMB
2017-11-07 18:29:18.356 [http-apr-8080-exec-15] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg
