2017-11-09 14:32:06.457 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 14:32:06.473 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - parms:{"msg_signature":["f86343cce49ba80567ea623e77ffd77898c4b6cb"],"timestamp":["1510209125"],"nonce":["145313036"]}
2017-11-09 14:32:06.474 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - postData:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><Encrypt><![CDATA[gpobfZnetr4xAdS9lktdIb+rfFqVxFJ1JquInMgxV8K2t/RzciOOyLCgCq1yoUTVMcoTdUjyaxVyqAbhtDP+bZaUVeYtYOvcRssyPFASqEpmOpICP5ciD2LgeW4Y65XijRJFYPbVaVvryfGzdWMQ/6BovXf23knEbO1E03YtSQNhLSUZ6GKrxWwkViFD7cFnBdgHGGlEV+xs6ThYK6Yn6La8OtaRc0uDLuEb805aRrA0m/6Khjwm4ZHqoKv9b3Cj/ZmAOb9BaHkw5GIixmjounEY+YZT7WxJCYzBAmLPQ/azzaQvSfI3jE7FMQtl+gW7DhtAyaAzuQ0wm1b0Pw84CvXtb41ny/hIAY3dlvwFdwfY3VXSo02GF53iWsbMfaHNvjoApl2fJm3u+nzkvcuJ9BHa8TciliOli2oiP9nHQ0b0eib5UKfCHSzcFBs+sTl24mu3x9gL12aH8SigJCAjSS9uCLFYECVGhcolafJPM5x1nz/DqhkHvq00xjzbkRsc]]></Encrypt><AgentID><![CDATA[1000002]]></AgentID></xml>
2017-11-09 14:32:06.483 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - reply_xmlMsg:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><FromUserName><![CDATA[XuZhao]]></FromUserName><CreateTime>1510209125</CreateTime><MsgType><![CDATA[event]]></MsgType><AgentID>1000002</AgentID><Event><![CDATA[view]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_qy/showInvoice.jsp]]></EventKey></xml>
2017-11-09 14:32:06.484 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - fromUserName:XuZhao
2017-11-09 14:32:06.484 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - toUserName:ww92f5da92bb24696e
2017-11-09 14:32:06.484 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - msgType:event
2017-11-09 14:32:06.484 [http-apr-8080-exec-23] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - Event:view  eventKey:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
2017-11-09 14:32:06.789 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
2017-11-09 14:32:07.193 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdbLUB0ucTHlJV0WpqmPsf-bnohhyeIsTh5Urv920HkAVA","errmsg":"ok","expires_in":7200}
2017-11-09 14:32:07.194 [http-apr-8080-exec-21] INFO  com.ray.weixin.qy.util.AuthHelper - url:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
