2017-11-07 19:18:06.294 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 19:18:06.415 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["a9a44d6db8739901f9491ce9b2a2390397b85b6f"],"timestamp":["1510053485"],"nonce":["1060230160"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 19:18:06.416 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510053485</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 19:18:06.416 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 19:18:06.416 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510053485</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 19:18:06.570 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 19:18:06.570 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 19:18:06.570 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 19:18:06.570 [http-apr-8080-exec-46] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 19:18:07.190 [http-apr-8080-exec-48] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"0McxXtTMdnSQf9RiFdAPJVFcz47JD9b786XWO_NZSJQkmzVOQSwNM4wkJxTP7SiIBs9K-wJzfpEPl10I_uynnButsFD4ZSF9aTmo8lPP415dFLvz0IWlAZAZEFVZ_qyxUAIeAEAZFN","expires_in":7200}
2017-11-07 19:18:07.294 [http-apr-8080-exec-48] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
2017-11-07 19:18:07.295 [http-apr-8080-exec-48] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:0McxXtTMdnSQf9RiFdAPJVFcz47JD9b786XWO_NZSJQkmzVOQSwNM4wkJxTP7SiIBs9K-wJzfpEPl10I_uynnButsFD4ZSF9aTmo8lPP415dFLvz0IWlAZAZEFVZ_qyxUAIeAEAZFN
2017-11-07 19:18:07.295 [http-apr-8080-exec-48] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg
2017-11-07 19:18:07.295 [http-apr-8080-exec-48] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:b4c846dd-5443-407d-a910-707f5913db83
