2017-11-07 18:26:02.043 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 18:26:02.061 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["b372eec2f1dfb79f4c85396a5d8f63899c0fa781"],"timestamp":["1510050361"],"nonce":["1073488050"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 18:26:02.061 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050361</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:26:02.061 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 18:26:02.061 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050361</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:26:02.082 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 18:26:02.082 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 18:26:02.083 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 18:26:02.083 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:26:03.218 [http-apr-8080-exec-14] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"-DCG9PQcyZLuG4JDI2z3VC-Vv_he2MqYN6-JpGJ9vqnJqSngXhGiUTKd2gbHYvFKlxKdrkMpGxCusApPYZB5YA3J72V25uTXJuM3xLxXbCq9Myk9GGW490hxPj9kc1QyKVSjAIAUFC","expires_in":7200}
2017-11-07 18:26:03.350 [http-apr-8080-exec-14] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
