2017-11-15 17:25:03.755 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"MKdteMns9W_sU4faMK8lVf0zkJhp8xpPI85240hED2aRi7WhhFPwD2WRLDeSrK2M6iuh553RyFFmejvt6kZ1sQi6aOg0jYj6i2wQcSPCNWAsCD5PouToDEdFeRjdI-FQVOBcACAKDQ","expires_in":7200}
2017-11-15 17:25:03.879 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw","errmsg":"ok","expires_in":7200}
2017-11-15 17:25:03.880 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:MKdteMns9W_sU4faMK8lVf0zkJhp8xpPI85240hED2aRi7WhhFPwD2WRLDeSrK2M6iuh553RyFFmejvt6kZ1sQi6aOg0jYj6i2wQcSPCNWAsCD5PouToDEdFeRjdI-FQVOBcACAKDQ
2017-11-15 17:25:03.887 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw
2017-11-15 17:25:03.888 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:a5e836e0-5ec6-4ae4-854c-8b9bd1c6fd5e
2017-11-15 17:25:03.888 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510737902
2017-11-15 17:25:03.889 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-15 17:25:03.889 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - signature:e071ebcd7014f9089b68027a294788519a6ffaed
2017-11-15 17:25:03.889 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:25:03.890 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'e071ebcd7014f9089b68027a294788519a6ffaed',nonceStr:'a5e836e0-5ec6-4ae4-854c-8b9bd1c6fd5e',timeStamp:'1510737902',appId:'wx07c4d9d0895fe212'}
2017-11-15 17:25:04.216 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"MKdteMns9W_sU4faMK8lVf0zkJhp8xpPI85240hED2agEj_HsJw9zp_pbTxjURT09HAghM_K8XKKD0QRXttUB8uEadMjnSQgHO3CvPgqRsD8sir_Uqa8XvY5q3YicmEgMGLcACADXC","expires_in":7199}
2017-11-15 17:25:04.306 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w","errmsg":"ok","expires_in":7200}
2017-11-15 17:25:04.307 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w
2017-11-15 17:25:04.307 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:25:04.307 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510737904
2017-11-15 17:25:04.307 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:be842f12-f13d-4043-b61a-8b61192c7048
2017-11-15 17:25:04.307 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-15 17:25:04.308 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:e2046bd6d60991c31f8e495d59ac7331194ddc95
2017-11-15 17:25:04.308 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-15 17:25:04.308 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"e2046bd6d60991c31f8e495d59ac7331194ddc95","nonceStr":"be842f12-f13d-4043-b61a-8b61192c7048","timestamp":"1510737904"}
2017-11-15 17:25:20.228 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"MKdteMns9W_sU4faMK8lVf0zkJhp8xpPI85240hED2YkgPJJTCxYeqJOrwB4TtqAYPhwwCTig9jXdTzoJffki15jeaYMimkUdZ9hLPw4vhH0rGRbQNX8IROR23JZvE2UKNScACAQTY","expires_in":7200}
2017-11-15 17:25:20.318 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw","errmsg":"ok","expires_in":7200}
2017-11-15 17:25:20.319 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:MKdteMns9W_sU4faMK8lVf0zkJhp8xpPI85240hED2YkgPJJTCxYeqJOrwB4TtqAYPhwwCTig9jXdTzoJffki15jeaYMimkUdZ9hLPw4vhH0rGRbQNX8IROR23JZvE2UKNScACAQTY
2017-11-15 17:25:20.319 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw
2017-11-15 17:25:20.319 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:6fee1502-55e3-47b4-92e5-0c655c474f05
2017-11-15 17:25:20.319 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510737920
2017-11-15 17:25:20.320 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-15 17:25:20.320 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - signature:485644cf03ac8d4611aca2ba67650f0e1f62e1d4
2017-11-15 17:25:20.320 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:25:20.320 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'485644cf03ac8d4611aca2ba67650f0e1f62e1d4',nonceStr:'6fee1502-55e3-47b4-92e5-0c655c474f05',timeStamp:'1510737920',appId:'wx07c4d9d0895fe212'}
2017-11-15 17:25:20.424 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"MKdteMns9W_sU4faMK8lVf0zkJhp8xpPI85240hED2ahf8gXuPYzytLEl1H3Q5mrsl8ZfndsC_CpYbqHh7MVaO4cTGMORBMwJgvBlK8H0GZeqmJO1fAbASG2x7278dr1UBUcACAELE","expires_in":7200}
2017-11-15 17:25:20.495 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w","errmsg":"ok","expires_in":7200}
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510737920
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:4fa27b9d-a4c3-415f-822c-30539643ee7b
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:4f30b91ddde0095f1f4cced30ae28de85cada9cf
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-15 17:25:20.496 [http-apr-8080-exec-7] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"4f30b91ddde0095f1f4cced30ae28de85cada9cf","nonceStr":"4fa27b9d-a4c3-415f-822c-30539643ee7b","timestamp":"1510737920"}
