2017-11-07 18:54:46.638 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 18:54:46.830 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["8f8562ea9f425b37c665607851e76401d86ff819"],"timestamp":["1510052085"],"nonce":["925875161"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 18:54:46.830 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510052085</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:54:46.831 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 18:54:46.831 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510052085</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:54:47.032 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 18:54:47.032 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 18:54:47.032 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 18:54:47.032 [http-apr-8080-exec-25] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:54:47.129 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"eM5C2g29bEMMx_5pCZxUnIzzwUbryG3ZaKTlt6oaueHUnVgU75KbNm1nQKpTA6x9fmrIrdLc6-dxAqDtOQbyWEQHYPXMDSv_v2qii1TUzSaSuZo0TUEpMc_tI-fKyGaGZWAcAFAJGK","expires_in":7200}
2017-11-07 18:54:47.234 [http-apr-8080-exec-29] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
