2017-11-09 11:34:23.050 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-09 11:34:23.054 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["76e6e41d7d3184fe43a73dd473a849ffc31a6eba"],"timestamp":["1510198462"],"nonce":["1835634961"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-09 11:34:23.054 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510198462</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-09 11:34:23.057 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-09 11:34:23.057 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510198462</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-09 11:34:23.064 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-09 11:34:23.065 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-09 11:34:23.065 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-09 11:34:23.065 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-09 11:34:25.168 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"JOm2BBPHBY93dBg3p2b6S8Xb60LaqIicOwm6vhA5ETtJxVnUcXkHrtjvUPYwukIcT0NindVEKte2BRPJmLylFrWsIFqTvlX9ZYsZBV1HHeSB_-triEuYAzc-kTVPXVGSANGiABAREX","expires_in":7200}
2017-11-09 11:34:25.263 [http-apr-8080-exec-1] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMki2cbgxA1x_53pbV2K9GoH4htkhE-5KJ1niSzpX8iXRKg","errmsg":"ok","expires_in":7200}
