2017-11-07 14:03:01.154 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"e8HpEIjl12EN3G2RfT2WZtcsdDSaDBQoV7PEX5_xV7f1Hmri3AoK34zu17wRW_ZtKli5vREEIqNrqxOMnr7_ZRcyYqPWBWpfR6trW0R2e3yDb4HZuRlHMk924ubvpnduLXYbAFATFG","expires_in":7200}
2017-11-07 14:03:01.366 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhHSQIYlDgkkvWFFZAoiCyMeRK-_uHffh8IGz5wqv2Z0A","errmsg":"ok","expires_in":7200}
2017-11-07 14:03:01.370 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:e8HpEIjl12EN3G2RfT2WZtcsdDSaDBQoV7PEX5_xV7f1Hmri3AoK34zu17wRW_ZtKli5vREEIqNrqxOMnr7_ZRcyYqPWBWpfR6trW0R2e3yDb4HZuRlHMk924ubvpnduLXYbAFATFG
2017-11-07 14:03:01.400 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhHSQIYlDgkkvWFFZAoiCyMeRK-_uHffh8IGz5wqv2Z0A
2017-11-07 14:03:01.401 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:3c0665e1-48e6-498d-9b01-430fad23c13f
2017-11-07 14:03:01.401 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510034580
2017-11-07 14:03:01.401 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 14:03:01.401 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - signature:1bfbc1b107e778d3a583f3feb11356845a9b204f
2017-11-07 14:03:01.402 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-07 14:03:01.402 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'1bfbc1b107e778d3a583f3feb11356845a9b204f',nonceStr:'3c0665e1-48e6-498d-9b01-430fad23c13f',timeStamp:'1510034580',appId:'wxa0064ea657f80062'}
2017-11-07 14:03:01.598 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"e8HpEIjl12EN3G2RfT2WZtcsdDSaDBQoV7PEX5_xV7dBc9CC1aHf0t0HLFgYmkKET6pQ8A3ePDmeyXSNyboyTveqHK3g_0E8EhFIEA27B0cv6kSWb0rPx11rMq248iuZHJEbAFAUWR","expires_in":7200}
2017-11-07 14:03:01.769 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZL7FvH1dhjwgIhtIZecH_m_KICkWeVkW0D1r2ipBd-nVw","errmsg":"ok","expires_in":7200}
2017-11-07 14:03:01.770 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZL7FvH1dhjwgIhtIZecH_m_KICkWeVkW0D1r2ipBd-nVw
2017-11-07 14:03:01.770 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-07 14:03:01.770 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510034581
2017-11-07 14:03:01.770 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:1f07feac-18e2-491d-bf46-a8426b1459c0
2017-11-07 14:03:01.770 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-07 14:03:01.771 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:d7919b2bd56cf5801d5d7757f91f057179a1b761
2017-11-07 14:03:01.771 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-07 14:03:01.771 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"d7919b2bd56cf5801d5d7757f91f057179a1b761","nonceStr":"1f07feac-18e2-491d-bf46-a8426b1459c0","timestamp":1510034581}
2017-11-07 14:03:05.388 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 14:03:05.390 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["033a109af145d57a82904b1e52c9ca054f38ab2a"],"timestamp":["1510034580"],"nonce":["1109786384"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 14:03:05.391 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510034580</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591669406</MenuId></xml>
2017-11-07 14:03:05.391 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 14:03:05.391 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510034580</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591669406</MenuId></xml>
2017-11-07 14:03:05.397 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 14:03:05.398 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 14:03:05.398 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 14:03:05.398 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
