2017-11-07 18:20:23.105 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 18:20:23.128 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["f819eb75a3d0a60c0220edb083f1f43b4872fabd"],"timestamp":["1510050022"],"nonce":["105773322"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 18:20:23.130 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050022</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:20:23.130 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 18:20:23.130 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510050022</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:20:23.154 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 18:20:23.155 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 18:20:23.155 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 18:20:23.155 [http-apr-8080-exec-19] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:20:23.379 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"P1bvDHnj0oLwBY3hqF3kfwVqTiURl4kweGB9LQONfOcWHtxGo_xA6Nypq1CWlFDZgpG3FyO_2vrZ1abNqz_g0qC5ovsTcltb51PRHDCWH-wILJcAGADGE","expires_in":7200}
2017-11-07 18:20:23.494 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
