2017-11-15 17:32:23.029 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"Q104OPD0eQ7-g6lWp3hf8mTF0t4fPT48pk1vq9HCKfUVlFp-iE7JK2u-i01mGnxxWuDAMVenvur3bxBMXMG7LLdLAHAV-eXHfzXc-i9pj_c6Wmp6I6kHxfAHjvVW9aZ-TDViADAJTL","expires_in":7200}
2017-11-15 17:32:23.134 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw","errmsg":"ok","expires_in":7200}
2017-11-15 17:32:23.135 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:Q104OPD0eQ7-g6lWp3hf8mTF0t4fPT48pk1vq9HCKfUVlFp-iE7JK2u-i01mGnxxWuDAMVenvur3bxBMXMG7LLdLAHAV-eXHfzXc-i9pj_c6Wmp6I6kHxfAHjvVW9aZ-TDViADAJTL
2017-11-15 17:32:23.136 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw
2017-11-15 17:32:23.137 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:d3749715-b60f-4563-bd4f-efd88852e2b4
2017-11-15 17:32:23.137 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510738342
2017-11-15 17:32:23.137 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://localhost:8080/weixin_gz/showInvoice.jsp
2017-11-15 17:32:23.138 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - signature:edf862ad28f71846408e41f3e42a611c33cc2822
2017-11-15 17:32:23.138 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:32:23.138 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'edf862ad28f71846408e41f3e42a611c33cc2822',nonceStr:'d3749715-b60f-4563-bd4f-efd88852e2b4',timeStamp:'1510738342',appId:'wx07c4d9d0895fe212'}
2017-11-15 17:32:23.240 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"Q104OPD0eQ7-g6lWp3hf8mTF0t4fPT48pk1vq9HCKfWJkwcMnDrzeUcS4nbmgy_c7Mz4FD1uxv9nordfV1NEN-mNzR4zkI4FgJNAacMAosC72YwNKN8FWO5q2uJRFIhiCTNiADAFWQ","expires_in":7200}
2017-11-15 17:32:23.370 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w","errmsg":"ok","expires_in":7200}
2017-11-15 17:32:23.371 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w
2017-11-15 17:32:23.371 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:32:23.371 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510738343
2017-11-15 17:32:23.371 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:c4672148-031d-4961-ac20-bdc1982c2865
2017-11-15 17:32:23.371 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-15 17:32:23.372 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:a4e011c1212e69a72ab664119c45da7bb42d7e8a
2017-11-15 17:32:23.372 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-15 17:32:23.372 [http-apr-8080-exec-6] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"a4e011c1212e69a72ab664119c45da7bb42d7e8a","nonceStr":"c4672148-031d-4961-ac20-bdc1982c2865","timestamp":"1510738343"}
2017-11-15 17:32:25.970 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"Q104OPD0eQ7-g6lWp3hf8mTF0t4fPT48pk1vq9HCKfX0An8SJN2GGAOHLz8IQkyJFxFEUaaU45yPa3SlXyhC4qFev0FzL06wr4MEWE9GtkhmXnEu1dIJ6Xe-fxAFFmTHXRNiADADXT","expires_in":7198}
2017-11-15 17:32:26.092 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw","errmsg":"ok","expires_in":7200}
2017-11-15 17:32:26.093 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:Q104OPD0eQ7-g6lWp3hf8mTF0t4fPT48pk1vq9HCKfX0An8SJN2GGAOHLz8IQkyJFxFEUaaU45yPa3SlXyhC4qFev0FzL06wr4MEWE9GtkhmXnEu1dIJ6Xe-fxAFFmTHXRNiADADXT
2017-11-15 17:32:26.093 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:HoagFKDcsGMVCIY2vOjf9mrEXbwXSbqpUm0898_LsZjrgUvXUmjZj1WFa7xD7-y9AQW9Hpa1_IwgC-BK5w_kpw
2017-11-15 17:32:26.093 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:876402d4-3303-4982-a666-85729c066172
2017-11-15 17:32:26.093 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510738345
2017-11-15 17:32:26.093 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://localhost:8080/weixin_gz/showInvoice.jsp
2017-11-15 17:32:26.094 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - signature:92158235ea63dba1b29fc5e0c70ba5804d1c7a6a
2017-11-15 17:32:26.094 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:32:26.094 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'92158235ea63dba1b29fc5e0c70ba5804d1c7a6a',nonceStr:'876402d4-3303-4982-a666-85729c066172',timeStamp:'1510738345',appId:'wx07c4d9d0895fe212'}
2017-11-15 17:32:26.175 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"Q104OPD0eQ7-g6lWp3hf8mTF0t4fPT48pk1vq9HCKfXJLxuA_0DgJ7PeY2rjZj6K3WzPhW62qVI33SmsImbPzS4ciVpe0HEOs69Bdy6PEwGkIaBgWRyp-AJfKTolHJsDCILiADARXA","expires_in":7197}
2017-11-15 17:32:26.258 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w","errmsg":"ok","expires_in":7200}
2017-11-15 17:32:26.258 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:9KwiourQPRN3vx3Nn1c_iXCh-5F7rD5UiR6FRkNziS1qBd3gAGN5S8BmdmsudJYYtP_uKP4Q2TgqHEb_CnvT9w
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wx07c4d9d0895fe212
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510738346
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:950f7ae8-6302-49f0-b256-c72eabcd4863
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:d5a1b9338a6639ea13d6d9fe1fa9d0b7a450f796
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-15 17:32:26.259 [http-apr-8080-exec-9] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"d5a1b9338a6639ea13d6d9fe1fa9d0b7a450f796","nonceStr":"950f7ae8-6302-49f0-b256-c72eabcd4863","timestamp":"1510738346"}
