2017-11-09 14:44:11.545 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 14:44:11.674 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - parms:{"msg_signature":["15ae81593a35fac00468bf29aa84566b2d591083"],"timestamp":["1510209850"],"nonce":["954301352"]}
2017-11-09 14:44:11.675 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - postData:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><Encrypt><![CDATA[egxCroZiUSdA72HzgR9MVKiJozRbILqgWYoYqT7livMb/GhwZnuJIX98gcJPHkJw8Q/HmP+sUMKDJwakPOiLhf0K1PPF3g9LR8be8FRLDwfk8JYgYdwaAX8u4gh9nu8hS62Z/b6Gb2DF9rHOrXFPwbWQzgadAJWdQnL+411cWl+IKVgYeV18EHoUa3sz2rKUIW1BTkU+jkt26u/Gv6/vJh6928NyT4PrTRCbOgMVH8XnmAZrNPwY3dHS2iAL4yWcbAKd7qm8F3H37RyD/mWVs2eZJTdIB7TPRUH/qw3wqVyd7dYLP7uZZ5GcL7TU1MepeSa2JPLXuRBt3tUoz4PliNFwHUBh8Zy+boeyR9IMNqjj9PxdYVxkFu/tKg49yv+a1YkTQU2A3RHRj3AVztbVm3hbeY7jI3l5sijCJQEZ9lYffGbhpqUXuxu6kaFioFSM2B0FZOI2uP8EQe81DY2pc8QSPsmOPRnplUJX706iyj0z2LA3AcOASn/OUtLxspne]]></Encrypt><AgentID><![CDATA[1000002]]></AgentID></xml>
2017-11-09 14:44:11.909 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - reply_xmlMsg:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><FromUserName><![CDATA[XuZhao]]></FromUserName><CreateTime>1510209850</CreateTime><MsgType><![CDATA[event]]></MsgType><AgentID>1000002</AgentID><Event><![CDATA[view]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_qy/showInvoice.jsp]]></EventKey></xml>
2017-11-09 14:44:12.069 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - fromUserName:XuZhao
2017-11-09 14:44:12.069 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - toUserName:ww92f5da92bb24696e
2017-11-09 14:44:12.069 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - msgType:event
2017-11-09 14:44:12.069 [http-apr-8080-exec-38] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - Event:view  eventKey:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
2017-11-09 14:44:12.162 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g","errmsg":"ok","expires_in":7200}
2017-11-09 14:44:12.594 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdbLUB0ucTHlJV0WpqmPsf-bnohhyeIsTh5Urv920HkAVA","errmsg":"ok","expires_in":7200}
2017-11-09 14:44:12.594 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - url:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
2017-11-09 14:44:12.594 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - accessToken:ZOJ3RCym--7oan0FJRpUghR5FMT3t_PsVCi9MrJ7PkNi0Z_MxYwjR6mKIjkeU2V-fEypmP6L0ja-6dgYSWBBsfToJPJDWpPrmA0CWfhZEbX02WmyrNutPeecHG9NmA4BtMPWbTFHYRwkajzRw0ew6X43h6qpEddkRtri8x-mpNS3wJyBv-AIagdVKtRVaEF0wsTM5K20aHm3C2LW22F77g
2017-11-09 14:44:12.594 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - jsapi_ticket:kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdbLUB0ucTHlJV0WpqmPsf-bnohhyeIsTh5Urv920HkAVA
2017-11-09 14:44:12.594 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 14:44:12.595 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - timestamp:1510209851
2017-11-09 14:44:12.595 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:93f7377b-9441-427b-a34c-d427035286ea
2017-11-09 14:44:12.595 [http-apr-8080-exec-39] INFO  com.ray.weixin.qy.util.AuthHelper - signature:e43e4fc11c13d7b67f6eb07d259618f89da0996d
