2017-11-09 10:02:57.516 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 10:02:57.526 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - parms:{"msg_signature":["792f337f85c30b45195fbcf16f55fbd7fcb42478"],"timestamp":["1510192976"],"nonce":["266888825"]}
2017-11-09 10:02:57.527 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - postData:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><Encrypt><![CDATA[zP9RLQa4kyAIrBNynY+QryAcyI+hLLZ7ZqNl/X7qok3TEueBsLiytqEYMJsS/aDwGaLoAdiOxwWvsLTVTmyI+bbQP+bFt9Ov4LvtsP718cYyX6UC/Uo723tyjLbYxFprAcq1RrgC5C7+sIrvhKli07Bo/5xopMeBcWfdLQRB210nqjpb3xaibaUMrtyyi8Nct89as0sjLX0DbNh0HRxkchfPDrjL+pmPYDHEpgfRz+kjBuLtcXz0TP2lOHBm8fb3y6xAaLIwpehrdzL+coo2wa72ytuXpNINWyYVAQcWYzmVTAGb08EkfJ5sSEhAukGefn/FKw3xbP2TC4YpIsMBlDPDFHR+wiHF6K1sfj4iFKfC8wLS5lGseEJaRZjJcECaHjXrvCTj3v89d6Qmcm9xe/9Qj15a/+vj+A3y5rxSg8FM+4hthtpYT8oKAUadTUDx4aB8+amn0D/1S90NW6rpfHZX4RWEZAYRyS2XgUGZ9cvmYkICNEeD4TfOsPWO+mDL]]></Encrypt><AgentID><![CDATA[1000002]]></AgentID></xml>
2017-11-09 10:02:57.530 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - reply_xmlMsg:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><FromUserName><![CDATA[ShiRui]]></FromUserName><CreateTime>1510192976</CreateTime><MsgType><![CDATA[event]]></MsgType><AgentID>1000002</AgentID><Event><![CDATA[view]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_qy/showInvoice.jsp]]></EventKey></xml>
2017-11-09 10:02:57.532 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - fromUserName:ShiRui
2017-11-09 10:02:57.532 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - toUserName:ww92f5da92bb24696e
2017-11-09 10:02:57.532 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - msgType:event
2017-11-09 10:02:57.532 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - Event:view  eventKey:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
2017-11-09 10:02:59.127 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"RVUMhaz-QcALWPrIef8VlQayDM5w55oYDw5FrLAax9W4TOLAOXTnChxYEP2-74uxxPT2C9i1I9wewB97GuODOPyN3p7to4_wYWQ3cAQMv-owZeVpxS-gopdSUPHtRFsxqx5m0RnpBhh0BI0DFiUS85FISGwMzmvNvPe6ZvlKrM54gETQx1ZRdVGQSMHVYFzqZBb9C7q_gw-eZZ9u8Kqw4A","errmsg":"ok","expires_in":7200}
2017-11-09 10:02:59.540 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdav_wS6aHw3IOuPFhwb5b37fHfTFdS6e23Vb_dbDCjTOg","errmsg":"ok","expires_in":7200}
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - url:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - accessToken:RVUMhaz-QcALWPrIef8VlQayDM5w55oYDw5FrLAax9W4TOLAOXTnChxYEP2-74uxxPT2C9i1I9wewB97GuODOPyN3p7to4_wYWQ3cAQMv-owZeVpxS-gopdSUPHtRFsxqx5m0RnpBhh0BI0DFiUS85FISGwMzmvNvPe6ZvlKrM54gETQx1ZRdVGQSMHVYFzqZBb9C7q_gw-eZZ9u8Kqw4A
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - jsapi_ticket:kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdav_wS6aHw3IOuPFhwb5b37fHfTFdS6e23Vb_dbDCjTOg
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - timestamp:1510192978
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:005ffb7c-9fa6-41d1-8874-9b48f41c299e
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - signature:0352559977d086d09da47ea57ae0880f8f6dd9b2
2017-11-09 10:02:59.541 [http-apr-8080-exec-5] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signature":"0352559977d086d09da47ea57ae0880f8f6dd9b2","appId":"ww92f5da92bb24696e","nonceStr":"005ffb7c-9fa6-41d1-8874-9b48f41c299e","timestamp":"1510192978"}
