2017-11-08 09:20:50.742 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-08 09:20:50.828 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["b17f132f8c8d52b32dc96c53a2edf269658a2369"],"timestamp":["1510104049"],"nonce":["1026674869"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-08 09:20:50.828 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510104049</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-08 09:20:50.829 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-08 09:20:50.829 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510104049</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-08 09:20:51.193 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-08 09:20:51.193 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-08 09:20:51.193 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-08 09:20:51.193 [http-apr-8080-exec-2] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-08 09:20:53.243 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"_Nt5LNEF0ApEeOB1y2kjqocSSZ66a4h82pS-vLH85mJ3mgwz0dxURF-awEBuSDIzyPw8VsNPiU9snUKDzTI3NwjY3I18NnV3_w1xn6qXHaG_NOZ9SuAeX_yqO5RqRTIvSCUhAGAYIA","expires_in":7200}
2017-11-08 09:20:53.440 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhNYTi1l5e-tpdTpB56Pgo2dXq1aoEjmaeWewSNLLOL_g","errmsg":"ok","expires_in":7200}
2017-11-08 09:20:53.441 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:_Nt5LNEF0ApEeOB1y2kjqocSSZ66a4h82pS-vLH85mJ3mgwz0dxURF-awEBuSDIzyPw8VsNPiU9snUKDzTI3NwjY3I18NnV3_w1xn6qXHaG_NOZ9SuAeX_yqO5RqRTIvSCUhAGAYIA
2017-11-08 09:20:53.442 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhNYTi1l5e-tpdTpB56Pgo2dXq1aoEjmaeWewSNLLOL_g
2017-11-08 09:20:53.442 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:e1c2bd53-cd1e-4a73-9745-3734edeb09c3
2017-11-08 09:20:53.442 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510104051
2017-11-08 09:20:53.443 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-08 09:20:53.443 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - signature:bef67925b3d0d299db2b497a621ee1f74ab8a89c
2017-11-08 09:20:53.443 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-08 09:20:53.443 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'bef67925b3d0d299db2b497a621ee1f74ab8a89c',nonceStr:'e1c2bd53-cd1e-4a73-9745-3734edeb09c3',timeStamp:'1510104051',appId:'wxa0064ea657f80062'}
2017-11-08 09:20:53.642 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"_Nt5LNEF0ApEeOB1y2kjqocSSZ66a4h82pS-vLH85mLVE2CAQPcpboZKVtOLUQfq8WY6Sid8Ehn5Pm-hWEm0WSb3w7rGF1BNrQkak6AQG2v7Rs2sfES76OyfADYYPnpoXNKhAGAOEB","expires_in":7199}
2017-11-08 09:20:53.817 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZLVkgQB6cqS2tsVC00zFTp3EbrzMoyTR35YRXzMrl675A","errmsg":"ok","expires_in":7200}
2017-11-08 09:20:53.818 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZLVkgQB6cqS2tsVC00zFTp3EbrzMoyTR35YRXzMrl675A
2017-11-08 09:20:53.818 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-08 09:20:53.818 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510104053
2017-11-08 09:20:53.818 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:73d1a629-c7f2-42ab-ae8d-d455fce67a26
2017-11-08 09:20:53.818 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-08 09:20:53.819 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:af2ef8f32e260a09a25279e7f84cffea87e66f3d
2017-11-08 09:20:53.819 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-08 09:20:53.819 [http-apr-8080-exec-5] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"af2ef8f32e260a09a25279e7f84cffea87e66f3d","nonceStr":"73d1a629-c7f2-42ab-ae8d-d455fce67a26","timestamp":"1510104053"}
