2017-11-07 18:12:55.740 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.controller.WeiXinServlet - post--------------
2017-11-07 18:12:55.749 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - parms:{"signature":["dec6627c924a4db0542085be2f4411eaf31f5ec4"],"timestamp":["1510049575"],"nonce":["1095373331"],"openid":["oDLefxDvQajibXhSWIWHrkiO1n2o"]}
2017-11-07 18:12:55.749 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - postData:<xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510049575</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:12:55.749 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - 明文模式
2017-11-07 18:12:55.749 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - <xml><ToUserName><![CDATA[gh_8c1dd328db4e]]></ToUserName><FromUserName><![CDATA[oDLefxDvQajibXhSWIWHrkiO1n2o]]></FromUserName><CreateTime>1510049575</CreateTime><MsgType><![CDATA[event]]></MsgType><Event><![CDATA[VIEW]]></Event><EventKey><![CDATA[http://rayner.nat300.top/weixin_gz/showInvoice.jsp]]></EventKey><MenuId>591675728</MenuId></xml>
2017-11-07 18:12:55.762 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - fromUserName:oDLefxDvQajibXhSWIWHrkiO1n2o
2017-11-07 18:12:55.763 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - toUserName:gh_8c1dd328db4e
2017-11-07 18:12:55.763 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - msgType:event
2017-11-07 18:12:55.763 [http-apr-8080-exec-11] INFO  com.ray.weixin.gz.service.message.ReplyMessageService - Event:VIEW  eventKey:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:12:56.053 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"4mtyEJ62QKGnV8yUJAByr8dPVE8REyO59fGTsA0B5kVaY1Vc-hEoy0vafiHmxPeHQh2LMBs7bQlbPZrlTpG0PevINCoa_rE4GMe1Iys8ikDgLdTVUoIMX70vnBRDTRo-JMLeAHARUT","expires_in":7200}
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg","errmsg":"ok","expires_in":7200}
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - accessToken:4mtyEJ62QKGnV8yUJAByr8dPVE8REyO59fGTsA0B5kVaY1Vc-hEoy0vafiHmxPeHQh2LMBs7bQlbPZrlTpG0PevINCoa_rE4GMe1Iys8ikDgLdTVUoIMX70vnBRDTRo-JMLeAHARUT
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - ticket:kgt8ON7yVITDhtdwci0qed-m2nUygHpV3DXUL-ToMkhPApxtfh2gKdIeor3imcxVFP-2XAPiOcq_JwoPklYpgg
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:6dd8a6c6-0b5f-4378-ae24-128ebb003016
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510049575
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - signedUrl:http://rayner.nat300.top/weixin_gz/showInvoice.jsp
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - signature:ab7e0fa4a6236803b0911e7c3fc94320fa476f8a
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-07 18:12:56.182 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{signature:'ab7e0fa4a6236803b0911e7c3fc94320fa476f8a',nonceStr:'6dd8a6c6-0b5f-4378-ae24-128ebb003016',timeStamp:'1510049575',appId:'wxa0064ea657f80062'}
2017-11-07 18:12:56.290 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - jsonObject:{"access_token":"4mtyEJ62QKGnV8yUJAByr8dPVE8REyO59fGTsA0B5kWcz4RMVoaTzKBCXOtIp5X9rN9NOtpuSJRlALCy8kqwct8EE8_phgb5YPi4LhMZt6eYS4KFWAa9TAEmm0hFs0grGKHeAHAKOL","expires_in":7200}
2017-11-07 18:12:56.411 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.service.invoice.InvoiceService - jsonObject:{"errcode":0,"ticket":"IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZLu1wnHfVUUtHcdEyG5_WoqaHyMZAIs8Y28ypHDa0iuvg","errmsg":"ok","expires_in":7200}
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - apiTicket:IpK_1T69hDhZkLQTlwsAX5ZwNp_4txyINLb67lXqTZLu1wnHfVUUtHcdEyG5_WoqaHyMZAIs8Y28ypHDa0iuvg
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - appId:wxa0064ea657f80062
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - timeStamp:1510049576
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - nonceStr:b5cafc8c-2027-41f0-92d7-c94a6de9b49e
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - cardType:INVOICE
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - cardSign:52af3b254e52c99fb6655dbb34a1bd386d91404d
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - signType:SHA1
2017-11-07 18:12:56.412 [http-apr-8080-exec-13] INFO  com.ray.weixin.gz.util.AuthHelper - configValue:{"signType":"SHA1","cardSign":"52af3b254e52c99fb6655dbb34a1bd386d91404d","nonceStr":"b5cafc8c-2027-41f0-92d7-c94a6de9b49e","timestamp":1510049576}
