2017-11-09 11:10:41.381 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.controller.WeiXinServlet - post--------------
2017-11-09 11:10:41.386 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - parms:{"msg_signature":["1a6edb9306372fc2255e67331e080d9fbc214032"],"timestamp":["1510197040"],"nonce":["497477417"]}
2017-11-09 11:10:41.386 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - postData:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><Encrypt><![CDATA[Cta6OCLvEQEYqIZww8KRdvIe1CDCRzEb5PVLDU4Lqgzs5YFdEoE+c7IBJJjv8V/oao31f+bWBQjDC2Wa/Z3L4OX68zXPXgMsCclczQqfvFJ30qhu1cZPqxWfZ8hlbAsdIpa0ODo0B7NuVuFV9Kd3UNW1gaj2a34ssC+24jCZaLzws18ogwuoBxrbV+HRDJoUUh0r9vCYbtqjaXy00uU+nihTGb9fm0Awhxe7D0fhzVLty/UomglYFhhIBKtpXhvI5vagmoixudUEitGu1dcXmMT28kL1Fougj+ja1JSY8eocaybC/CIWJiPobnnSrQeRAPIZ1cd00vOLly1jQOf3g7xPV6A+G5A1mAQjThST1TnmhSnLRK+JhnZKr9+ooeV8u0YQnremv4o2u2K44sg0tFzoP0TxxKHBlNHMTMdVaCLbfQzZVTMRWeGDuwOTLJxnOBBbMDsw+nnGj80MdvOTW4rR4/3eI4Y1sXNXMJHZOARaMtgmhNzx6aU75ljVdsVG]]></Encrypt><AgentID><![CDATA[1000002]]></AgentID></xml>
2017-11-09 11:10:41.396 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - reply_xmlMsg:<xml><ToUserName><![CDATA[ww92f5da92bb24696e]]></ToUserName><FromUserName><![CDATA[ShiRui]]></FromUserName><CreateTime>1510197040</CreateTime><MsgType><![CDATA[event]]></MsgType><AgentID>1000002</AgentID><Event><![CDATA[LOCATION]]></Event><Latitude>31.1695</Latitude><Longitude>121.152</Longitude><Precision>0</Precision></xml>
2017-11-09 11:10:41.399 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - fromUserName:ShiRui
2017-11-09 11:10:41.399 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - toUserName:ww92f5da92bb24696e
2017-11-09 11:10:41.399 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - msgType:event
2017-11-09 11:10:41.399 [http-apr-8080-exec-2] INFO  com.ray.weixin.qy.service.message.reply.ReplyMessageService - Event:LOCATION  eventKey:null
2017-11-09 11:10:55.513 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"access_token":"RVUMhaz-QcALWPrIef8VlQayDM5w55oYDw5FrLAax9W4TOLAOXTnChxYEP2-74uxxPT2C9i1I9wewB97GuODOPyN3p7to4_wYWQ3cAQMv-owZeVpxS-gopdSUPHtRFsxqx5m0RnpBhh0BI0DFiUS85FISGwMzmvNvPe6ZvlKrM54gETQx1ZRdVGQSMHVYFzqZBb9C7q_gw-eZZ9u8Kqw4A","errmsg":"ok","expires_in":7200}
2017-11-09 11:10:55.878 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - jsonObject:{"errcode":0,"ticket":"kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdav_wS6aHw3IOuPFhwb5b37fHfTFdS6e23Vb_dbDCjTOg","errmsg":"ok","expires_in":7200}
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - url:http://rayner.nat300.top/weixin_qy/showInvoice.jsp
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - accessToken:RVUMhaz-QcALWPrIef8VlQayDM5w55oYDw5FrLAax9W4TOLAOXTnChxYEP2-74uxxPT2C9i1I9wewB97GuODOPyN3p7to4_wYWQ3cAQMv-owZeVpxS-gopdSUPHtRFsxqx5m0RnpBhh0BI0DFiUS85FISGwMzmvNvPe6ZvlKrM54gETQx1ZRdVGQSMHVYFzqZBb9C7q_gw-eZZ9u8Kqw4A
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - jsapi_ticket:kgt8ON7yVITDhtdwci0qebCLEfC_BfeygIq8cFPLbdav_wS6aHw3IOuPFhwb5b37fHfTFdS6e23Vb_dbDCjTOg
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - appId:ww92f5da92bb24696e
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - timestamp:1510197055
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - nonceStr:14e0d3b9-7df5-49ab-89d1-d6f5958b58d2
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - signature:8ad95b02bd147a5d1f8f741df3242d3657c53681
2017-11-09 11:10:55.879 [http-apr-8080-exec-3] INFO  com.ray.weixin.qy.util.AuthHelper - configValue:{"signature":"8ad95b02bd147a5d1f8f741df3242d3657c53681","appId":"ww92f5da92bb24696e","nonceStr":"14e0d3b9-7df5-49ab-89d1-d6f5958b58d2","timestamp":"1510197055"}
